data,بدون_تشكيل,tag,المحذوف
الْأَرْضَ,الارض,اسم,الْأَرْضَ
بَعْدَ,بعد,,
مَوْتِهَا,موتها,,
,قد,حرف,قَدْ
بَيَّنَّا,بينا,,
لَكُمُ,لكم,,
الْآيَاتِ,الايات,اسم,الْآيَاتِ
لَعَلَّكُمْ,لعلكم,,
تَعْقِلُونَ,تعقلون,,
,ان,حرف,إِنَّ
الْمُصَّدِّقِينَ,المصدقين,اسم,الْمُصَّدِّقِينَ
وَالْمُصَّدِّقَاتِ,والمصدقات,,
وَأَقْرَضُوا,واقرضوا,,
اللَّهَ,,اسم,اللَّهَ
,None,اسم,قَرْضًا
,None,اسم,حَسَنًا
يُضَاعَفُ,يضاعف,,
,لهم,حرف_جر,لَهُمْ
,ولهم,اسم,وَلَهُمْ
,None,اسم,أَجْرٌ
,None,اسم,كَرِيمٌ
وَالَّذِينَ,,اسم,والذين
آمَنُوا,امنوا,,
بِاللَّهِ,بالله,,
وَرُسُلِهِ,ورسله,,
أُولَٰئِكَ,,اسم,اوليك
هُمُ,,اسم,هم
الصِّدِّيقُونَ,الصديقون,اسم,الصِّدِّيقُونَ
وَالشُّهَدَاءُ,والشهداء,,
عِنْدَ,,اسم,عند
رَبِّهِمْ,ربهم,,
,لهم,حرف_جر,لَهُمْ
,اجرهم,اسم,أَجْرُهُمْ
وَنُورُهُمْ,ونورهم,,
وَالَّذِينَ,,اسم,والذين
كَفَرُوا,كفروا,,
وَكَذَّبُوا,وكذبوا,,
بِآيَاتِنَا,باياتنا,,
أُولَٰئِكَ,,اسم,اوليك
أَصْحَابُ,اصحاب,,
الْجَحِيمِ,الجحيم,اسم,الْجَحِيمِ
اعْلَمُوا,اعلموا,,
,انما,حرف,أَنَّمَا
الْحَيَاةُ,الحياه,اسم,الْحَيَاةُ
الدُّنْيَا,الدنيا,اسم,الدُّنْيَا
,None,اسم,لَعِبٌ
,None,اسم,وَلَهْوٌ
,None,اسم,وَزِينَةٌ
,None,اسم,وَتَفَاخُرٌ
بَيْنَكُمْ,بينكم,,
,None,اسم,وَتَكَاثُرٌ
,في,حرف_جر,فِي
,الاموال,اسم,الْأَمْوَالِ
وَالْأَوْلَادِ,والاولاد,,
كَمَثَلِ,كمثل,,
,None,اسم,غَيْثٍ
أَعْجَبَ,اعجب,,
الْكُفَّارَ,الكفار,اسم,الْكُفَّارَ
نَبَاتُهُ,نباته,,
ثُمَّ,,اسم,ثم
,يهيج,فعل,
فَتَرَاهُ,فتراه,,
,None,اسم,مُصْفَرًّا
ثُمَّ,,اسم,ثم
,يكون,فعل,
,None,اسم,حُطَامًا
,وفي,حرف_جر,وَفِي
,الاخره,اسم,الْآخِرَةِ
,None,اسم,عَذَابٌ
,None,اسم,شَدِيدٌ
,None,اسم,وَمَغْفِرَةٌ
مِنَ,,اسم,من
اللَّهِ,,اسم,اللَّهِ
,None,اسم,وَرِضْوَانٌ
,وما,حرف,وَمَا
الْحَيَاةُ,الحياه,اسم,الْحَيَاةُ
الدُّنْيَا,الدنيا,اسم,الدُّنْيَا
,الا,حرف,إِلَّا
مَتَاعُ,متاع,,
الْغُرُورِ,الغرور,اسم,الْغُرُورِ
سَابِقُوا,سابقوا,,
إِلَىٰ,الي,,
,None,اسم,مَغْفِرَةٍ
,,فعل,مِنْ
رَبِّكُمْ,ربكم,,
,None,اسم,وَجَنَّةٍ
عَرْضُهَا,عرضها,,
كَعَرْضِ,كعرض,,
السَّمَاءِ,السماء,اسم,السَّمَاءِ
وَالْأَرْضِ,والارض,,
أُعِدَّتْ,اعدت,,
لِلَّذِينَ,,اسم,للذين
آمَنُوا,امنوا,,
بِاللَّهِ,بالله,,
وَرُسُلِهِ,ورسله,,
ذَٰلِكَ,,اسم,ذلك
فَضْلُ,,اسم,فضل
اللَّهِ,,اسم,اللَّهِ
يُؤْتِيهِ,يوتيه,,
,,فعل,مَنْ
يَشَاءُ,يشاء,,
وَاللَّهُ,والله,,
ذُو,,اسم,ذو
الْفَضْلِ,الفضل,اسم,الْفَضْلِ
الْعَظِيمِ,,اسم,الْعَظِيمِ
مَا,,اسم,ما
أَصَابَ,اصاب,,
,,فعل,مِنْ
,None,اسم,مُصِيبَةٍ
,في,حرف_جر,فِي
,الارض,اسم,الْأَرْضِ
,ولا,حرف,وَلَا
,في,حرف_جر,فِي
,انفسكم,اسم,أَنْفُسِكُمْ
,الا,حرف,إِلَّا
,في,حرف_جر,فِي
,None,اسم,كِتَابٍ
,,فعل,مِنْ
قَبْلِ,قبل,,
,ان,حرف,أَنْ
نَبْرَأَهَا,نبراها,,
,ان,حرف,إِنَّ
ذَٰلِكَ,,اسم,ذلك
,علي,حرف_جر,عَلَى
اللَّهِ,,اسم,اللَّهِ
,None,اسم,يَسِيرٌ
لِكَيْلَا,لكيلا,,
تَأْسَوْا,تاسوا,,
,علي,حرف_جر,عَلَىٰ
مَا,,اسم,ما
فَاتَكُمْ,فاتكم,,
,ولا,حرف,وَلَا
تَفْرَحُوا,تفرحوا,,
,بما,حرف_جر,بِمَا
,اتاكم,اسم,آتَاكُمْ
وَاللَّهُ,والله,,
,لا,حرف,لَا
يُحِبُّ,يحب,,
,كل,حرف,كُلَّ
,None,اسم,مُخْتَالٍ
,None,اسم,فَخُورٍ
الَّذِينَ,,اسم,الَّذِينَ
يَبْخَلُونَ,يبخلون,,
وَيَأْمُرُونَ,ويامرون,,
النَّاسَ,الناس,اسم,النَّاسَ
بِالْبُخْلِ,بالبخل,,
,ومن,حرف_جر,وَمَنْ
,يتول,اسم,يَتَوَلَّ
,فان,حرف,فَإِنَّ
اللَّهَ,,اسم,اللَّهَ
هُوَ,,اسم,هو
الْغَنِيُّ,,اسم,الْغَنِيُّ
الْحَمِيدُ,,اسم,الْحَمِيدُ
,لقد,حرف,لَقَدْ
أَرْسَلْنَا,ارسلنا,,
رُسُلَنَا,رسلنا,,
بِالْبَيِّنَاتِ,بالبينات,,
وَأَنْزَلْنَا,وانزلنا,,
مَعَهُمُ,معهم,,
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ
وَالْمِيزَانَ,والميزان,,
لِيَقُومَ,ليقوم,,
النَّاسُ,الناس,اسم,النَّاسُ
بِالْقِسْطِ,بالقسط,,
وَأَنْزَلْنَا,وانزلنا,,
الْحَدِيدَ,الحديد,اسم,الْحَدِيدَ
,فيه,حرف_جر,فِيهِ
,None,اسم,بَأْسٌ
,None,اسم,شَدِيدٌ
وَمَنَافِعُ,ومنافع,,
لِلنَّاسِ,للناس,,
وَلِيَعْلَمَ,وليعلم,,
اللَّهُ,,اسم,اللَّهُ
,,فعل,مَنْ
يَنْصُرُهُ,ينصره,,
وَرُسُلَهُ,ورسله,,
بِالْغَيْبِ,بالغيب,,
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,قَوِيٌّ
,None,اسم,عَزِيزٌ
وَلَقَدْ,ولقد,,
أَرْسَلْنَا,ارسلنا,,
,None,اسم,نُوحًا
وَإِبْرَاهِيمَ,وابراهيم,,
وَجَعَلْنَا,وجعلنا,,
,في,حرف_جر,فِي
,ذريتهما,اسم,ذُرِّيَّتِهِمَا
النُّبُوَّةَ,النبوه,اسم,النُّبُوَّةَ
وَالْكِتَابَ,والكتاب,,
فَمِنْهُمْ,فمنهم,,
,None,اسم,مُهْتَدٍ
,None,اسم,وَكَثِيرٌ
,منهم,حرف_جر,مِنْهُمْ
,فاسقون,اسم,فَاسِقُونَ
ثُمَّ,,اسم,ثم
قَفَّيْنَا,قفينا,,
,علي,حرف_جر,عَلَىٰ
,اثارهم,اسم,آثَارِهِمْ
بِرُسُلِنَا,برسلنا,,
وَقَفَّيْنَا,وقفينا,,
بِعِيسَى,بعيسي,,
ابْنِ,ابن,,
مَرْيَمَ,,اسم,مريم
وَآتَيْنَاهُ,واتيناه,,
الْإِنْجِيلَ,الانجيل,اسم,الْإِنْجِيلَ
وَجَعَلْنَا,وجعلنا,,
,في,حرف_جر,فِي
,قلوب,اسم,قُلُوبِ
الَّذِينَ,,اسم,الَّذِينَ
اتَّبَعُوهُ,اتبعوه,,
,None,اسم,رَأْفَةً
,None,اسم,وَرَحْمَةً
,None,اسم,وَرَهْبَانِيَّةً
ابْتَدَعُوهَا,ابتدعوها,,
مَا,,اسم,ما
كَتَبْنَاهَا,كتبناها,,
,عليهم,حرف_جر,عَلَيْهِمْ
,الا,اسم,إِلَّا
ابْتِغَاءَ,ابتغاء,,
رِضْوَانِ,رضوان,,
اللَّهِ,,اسم,اللَّهِ
,فما,حرف,فَمَا
رَعَوْهَا,رعوها,,
,حق,فعل,
رِعَايَتِهَا,رعايتها,,
فَآتَيْنَا,فاتينا,,
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
,منهم,حرف_جر,مِنْهُمْ
,اجرهم,اسم,أَجْرَهُمْ
,None,اسم,وَكَثِيرٌ
,منهم,حرف_جر,مِنْهُمْ
,فاسقون,اسم,فَاسِقُونَ
,يا,حرف,يَا
,ايها,حرف,أَيُّهَا
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
اتَّقُوا,اتقوا,,
اللَّهَ,,اسم,اللَّهَ
وَآمِنُوا,وامنوا,,
بِرَسُولِهِ,برسوله,,
يُؤْتِكُمْ,يوتكم,,
كِفْلَيْنِ,كفلين,,
,,فعل,مِنْ
رَحْمَتِهِ,رحمته,,
وَيَجْعَلْ,ويجعل,,
,لكم,حرف_جر,لَكُمْ
,None,اسم,نُورًا
تَمْشُونَ,تمشون,,
,به,حرف_جر,بِهِ
,ويغفر,اسم,وَيَغْفِرْ
,لكم,حرف_جر,لَكُمْ
,والله,اسم,وَاللَّهُ
,None,اسم,غَفُورٌ
,None,اسم,رَحِيمٌ
لِئَلَّا,ليلا,,
يَعْلَمَ,يعلم,,
أَهْلُ,اهل,,
الْكِتَابِ,الكتاب,اسم,الْكِتَابِ
أَلَّا,الا,,
يَقْدِرُونَ,يقدرون,,
,علي,حرف_جر,عَلَىٰ
,None,اسم,شَيْءٍ
,,فعل,مِنْ
فَضْلِ,,اسم,فضل
اللَّهِ,,اسم,اللَّهِ
,وان,حرف,وَأَنَّ
الْفَضْلَ,الفضل,اسم,الْفَضْلَ
بِيَدِ,بيد,,
اللَّهِ,,اسم,اللَّهِ
يُؤْتِيهِ,يوتيه,,
,,فعل,مَنْ
يَشَاءُ,يشاء,,
وَاللَّهُ,والله,,
ذُو,,اسم,ذو
الْفَضْلِ,الفضل,اسم,الْفَضْلِ
الْعَظِيمِ,,اسم,الْعَظِيمِ
بِسْمِ,بسم,,
اللَّهِ,,اسم,اللَّهِ
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ
الرَّحِيمِ,,اسم,الرَّحِيمِ
,قد,حرف,قَدْ
,سمع,فعل,
اللَّهُ,,اسم,اللَّهُ
قَوْلَ,قول,,
الَّتِي,,اسم,الَّتِي
تُجَادِلُكَ,تجادلك,,
,في,حرف_جر,فِي
,زوجها,اسم,زَوْجِهَا
وَتَشْتَكِي,وتشتكي,,
,الي,حرف_جر,إِلَى
اللَّهِ,,اسم,اللَّهِ
وَاللَّهُ,والله,,
يَسْمَعُ,يسمع,,
تَحَاوُرَكُمَا,تحاوركما,,
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,سَمِيعٌ
,None,اسم,بَصِيرٌ
الَّذِينَ,,اسم,الَّذِينَ
يُظَاهِرُونَ,يظاهرون,,
,منكم,حرف_جر,مِنْكُمْ
,,فعل,مِنْ
نِسَائِهِمْ,نسايهم,,
مَا,,اسم,ما
هُنَّ,,اسم,هن
أُمَّهَاتِهِمْ,امهاتهم,,
,ان,حرف,إِنْ
أُمَّهَاتُهُمْ,امهاتهم,,
,الا,حرف,إِلَّا
اللَّائِي,,اسم,اللَّائِي
وَلَدْنَهُمْ,ولدنهم,,
وَإِنَّهُمْ,وانهم,,
لَيَقُولُونَ,ليقولون,,
,None,اسم,مُنْكَرًا
مِنَ,,اسم,من
الْقَوْلِ,القول,اسم,الْقَوْلِ
,None,اسم,وَزُورًا
,وان,حرف,وَإِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,لَعَفُوٌّ
,None,اسم,غَفُورٌ
وَالَّذِينَ,,اسم,والذين
يُظَاهِرُونَ,يظاهرون,,
,,فعل,مِنْ
نِسَائِهِمْ,نسايهم,,
ثُمَّ,,اسم,ثم
يَعُودُونَ,يعودون,,
لِمَا,لما,,
قَالُوا,قالوا,,
فَتَحْرِيرُ,فتحرير,,
,None,اسم,رَقَبَةٍ
,,فعل,مِنْ
قَبْلِ,قبل,,
,ان,حرف,أَنْ
يَتَمَاسَّا,يتماسا,,
ذَٰلِكُمْ,,اسم,ذلكم
تُوعَظُونَ,توعظون,,
,به,حرف_جر,بِهِ
,والله,اسم,وَاللَّهُ
,بما,حرف_جر,بِمَا
,تعملون,اسم,تَعْمَلُونَ
,None,اسم,خَبِيرٌ
,فمن,حرف_جر,فَمَنْ
,,فعل,لَمْ
يَجِدْ,يجد,,
فَصِيَامُ,فصيام,,
شَهْرَيْنِ,شهرين,,
مُتَتَابِعَيْنِ,متتابعين,,
,,فعل,مِنْ
قَبْلِ,قبل,,
,ان,حرف,أَنْ
يَتَمَاسَّا,يتماسا,,
,فمن,حرف_جر,فَمَنْ
,,فعل,لَمْ
يَسْتَطِعْ,يستطع,,
فَإِطْعَامُ,فاطعام,,
سِتِّينَ,,اسم,ستين
,None,اسم,مِسْكِينًا
ذَٰلِكَ,,اسم,ذلك
لِتُؤْمِنُوا,لتومنوا,,
بِاللَّهِ,بالله,,
وَرَسُولِهِ,ورسوله,,
وَتِلْكَ,,اسم,وتلك
حُدُودُ,حدود,,
اللَّهِ,,اسم,اللَّهِ
وَلِلْكَافِرِينَ,وللكافرين,,
,None,اسم,عَذَابٌ
,None,اسم,أَلِيمٌ
,ان,حرف,إِنَّ
الَّذِينَ,,اسم,الَّذِينَ
يُحَادُّونَ,يحادون,,
اللَّهَ,,اسم,اللَّهَ
وَرَسُولَهُ,ورسوله,,
كُبِتُوا,كبتوا,,
,كما,حرف,كَمَا
كُبِتَ,كبت,,
الَّذِينَ,,اسم,الَّذِينَ
,,فعل,مِنْ
قَبْلِهِمْ,قبلهم,,
وَقَدْ,وقد,,
أَنْزَلْنَا,انزلنا,,
,None,اسم,آيَاتٍ
,None,اسم,بَيِّنَاتٍ
وَلِلْكَافِرِينَ,وللكافرين,,
,None,اسم,عَذَابٌ
,None,اسم,مُهِينٌ
يَوْمَ,يوم,,
يَبْعَثُهُمُ,يبعثهم,,
اللَّهُ,,اسم,اللَّهُ
,None,اسم,جَمِيعًا
فَيُنَبِّئُهُمْ,فينبيهم,,
,بما,حرف_جر,بِمَا
,عملوا,اسم,عَمِلُوا
أَحْصَاهُ,احصاه,,
اللَّهُ,,اسم,اللَّهُ
وَنَسُوهُ,ونسوه,,
وَاللَّهُ,والله,,
,علي,حرف_جر,عَلَىٰ
,كل,اسم,كُلِّ
,None,اسم,شَيْءٍ
,None,اسم,شَهِيدٌ
أَلَمْ,الم,,
تَرَ,تر,,
,ان,حرف,أَنَّ
اللَّهَ,,اسم,اللَّهَ
يَعْلَمُ,يعلم,,
مَا,,اسم,ما
,في,حرف_جر,فِي
,السماوات,اسم,السَّمَاوَاتِ
,وما,حرف,وَمَا
,في,حرف_جر,فِي
,الارض,اسم,الْأَرْضِ
مَا,,اسم,ما
,يكون,فعل,
,,فعل,مِنْ
نَجْوَىٰ,نجوي,,
,None,اسم,ثَلَاثَةٍ
,الا,حرف,إِلَّا
هُوَ,,اسم,هو
رَابِعُهُمْ,رابعهم,,
,ولا,حرف,وَلَا
,None,اسم,خَمْسَةٍ
,الا,حرف,إِلَّا
هُوَ,,اسم,هو
سَادِسُهُمْ,سادسهم,,
,ولا,حرف,وَلَا
أَدْنَىٰ,ادني,,
,,فعل,مِنْ
ذَٰلِكَ,,اسم,ذلك
,ولا,حرف,وَلَا
أَكْثَرَ,اكثر,,
,الا,حرف,إِلَّا
هُوَ,,اسم,هو
,معهم,حرف,مَعَهُمْ
أَيْنَ,,اسم,اين
مَا,,اسم,ما
كَانُوا,كانوا,,
ثُمَّ,,اسم,ثم
يُنَبِّئُهُمْ,ينبيهم,,
,بما,حرف_جر,بِمَا
,عملوا,اسم,عَمِلُوا
يَوْمَ,يوم,,
الْقِيَامَةِ,القيامه,اسم,الْقِيَامَةِ
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
بِكُلِّ,بكل,,
,None,اسم,شَيْءٍ
,None,اسم,عَلِيمٌ
أَلَمْ,الم,,
تَرَ,تر,,
,الي,حرف_جر,إِلَى
الَّذِينَ,,اسم,الَّذِينَ
نُهُوا,نهوا,,
,عن,حرف_جر,عَنِ
,النجوي,اسم,النَّجْوَىٰ
ثُمَّ,,اسم,ثم
يَعُودُونَ,يعودون,,
لِمَا,لما,,
نُهُوا,نهوا,,
,عنه,حرف_جر,عَنْهُ
,ويتناجون,اسم,وَيَتَنَاجَوْنَ
بِالْإِثْمِ,بالاثم,,
وَالْعُدْوَانِ,والعدوان,,
وَمَعْصِيَتِ,ومعصيت,,
الرَّسُولِ,الرسول,اسم,الرَّسُولِ
وَإِذَا,واذا,,
جَاءُوكَ,جاءوك,,
حَيَّوْكَ,حيوك,,
,بما,حرف_جر,بِمَا
,,فعل,لَمْ
يُحَيِّكَ,يحيك,,
,به,حرف_جر,بِهِ
اللَّهُ,,اسم,اللَّهُ
وَيَقُولُونَ,ويقولون,,
,في,حرف_جر,فِي
,انفسهم,اسم,أَنْفُسِهِمْ
,لولا,حرف_جر,لَوْلَا
,يعذبنا,اسم,يُعَذِّبُنَا
اللَّهُ,,اسم,اللَّهُ
,بما,حرف_جر,بِمَا
,نقول,اسم,نَقُولُ
حَسْبُهُمْ,حسبهم,,
جَهَنَّمُ,,اسم,جهنم
يَصْلَوْنَهَا,يصلونها,,
فَبِئْسَ,فبيس,,
الْمَصِيرُ,المصير,اسم,الْمَصِيرُ
,يا,حرف,يَا
,ايها,حرف,أَيُّهَا
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
إِذَا,اذا,,
تَنَاجَيْتُمْ,تناجيتم,,
,فلا,حرف,فَلَا
تَتَنَاجَوْا,تتناجوا,,
بِالْإِثْمِ,بالاثم,,
وَالْعُدْوَانِ,والعدوان,,
وَمَعْصِيَتِ,ومعصيت,,
الرَّسُولِ,الرسول,اسم,الرَّسُولِ
وَتَنَاجَوْا,وتناجوا,,
بِالْبِرِّ,بالبر,,
وَالتَّقْوَىٰ,والتقوي,,
وَاتَّقُوا,واتقوا,,
اللَّهَ,,اسم,اللَّهَ
الَّذِي,,اسم,الَّذِي
,اليه,حرف_جر,إِلَيْهِ
,تحشرون,اسم,تُحْشَرُونَ
,انما,حرف,إِنَّمَا
النَّجْوَىٰ,النجوي,اسم,النَّجْوَىٰ
مِنَ,,اسم,من
الشَّيْطَانِ,الشيطان,اسم,الشَّيْطَانِ
لِيَحْزُنَ,ليحزن,,
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
,وليس,حرف,وَلَيْسَ
بِضَارِّهِمْ,بضارهم,,
,None,اسم,شَيْئًا
,الا,حرف,إِلَّا
بِإِذْنِ,باذن,,
اللَّهِ,,اسم,اللَّهِ
,وعلي,حرف_جر,وَعَلَى
اللَّهِ,,اسم,اللَّهِ
فَلْيَتَوَكَّلِ,فليتوكل,,
الْمُؤْمِنُونَ,المومنون,اسم,الْمُؤْمِنُونَ
,يا,حرف,يَا
,ايها,حرف,أَيُّهَا
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
إِذَا,اذا,,
قِيلَ,قيل,,
,لكم,حرف_جر,لَكُمْ
,تفسحوا,اسم,تَفَسَّحُوا
,في,حرف_جر,فِي
,المجالس,اسم,الْمَجَالِسِ
فَافْسَحُوا,فافسحوا,,
يَفْسَحِ,يفسح,,
اللَّهُ,,اسم,اللَّهُ
,لكم,حرف_جر,لَكُمْ
,واذا,اسم,وَإِذَا
قِيلَ,قيل,,
انْشُزُوا,انشزوا,,
فَانْشُزُوا,فانشزوا,,
يَرْفَعِ,يرفع,,
اللَّهُ,,اسم,اللَّهُ
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
,منكم,حرف_جر,مِنْكُمْ
وَالَّذِينَ,,اسم,والذين
أُوتُوا,اوتوا,,
الْعِلْمَ,العلم,اسم,الْعِلْمَ
,None,اسم,دَرَجَاتٍ
وَاللَّهُ,والله,,
,بما,حرف_جر,بِمَا
,تعملون,اسم,تَعْمَلُونَ
,None,اسم,خَبِيرٌ
,يا,حرف,يَا
,ايها,حرف,أَيُّهَا
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
إِذَا,اذا,,
نَاجَيْتُمُ,ناجيتم,,
الرَّسُولَ,الرسول,اسم,الرَّسُولَ
فَقَدِّمُوا,فقدموا,,
بَيْنَ,,اسم,بين
يَدَيْ,يدي,,
نَجْوَاكُمْ,نجواكم,,
,None,اسم,صَدَقَةً
ذَٰلِكَ,,اسم,ذلك
,None,اسم,خَيْرٌ
,لكم,حرف_جر,لَكُمْ
,واطهر,اسم,وَأَطْهَرُ
,فان,حرف,فَإِنْ
,,فعل,لَمْ
تَجِدُوا,تجدوا,,
,فان,حرف,فَإِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,غَفُورٌ
,None,اسم,رَحِيمٌ
أَأَشْفَقْتُمْ,ااشفقتم,,
,ان,حرف,أَنْ
تُقَدِّمُوا,تقدموا,,
بَيْنَ,,اسم,بين
يَدَيْ,يدي,,
نَجْوَاكُمْ,نجواكم,,
,None,اسم,صَدَقَاتٍ
فَإِذْ,فاذ,,
,,فعل,لَمْ
تَفْعَلُوا,تفعلوا,,
وَتَابَ,وتاب,,
اللَّهُ,,اسم,اللَّهُ
,عليكم,حرف_جر,عَلَيْكُمْ
,فاقيموا,اسم,فَأَقِيمُوا
الصَّلَاةَ,,اسم,الصَّلَاةَ
وَآتُوا,واتوا,,
الزَّكَاةَ,,اسم,الزَّكَاةَ
وَأَطِيعُوا,واطيعوا,,
اللَّهَ,,اسم,اللَّهَ
وَرَسُولَهُ,ورسوله,,
وَاللَّهُ,والله,,
,None,اسم,خَبِيرٌ
,بما,حرف_جر,بِمَا
,تعملون,اسم,تَعْمَلُونَ
أَلَمْ,الم,,
تَرَ,تر,,
,الي,حرف_جر,إِلَى
الَّذِينَ,,اسم,الَّذِينَ
تَوَلَّوْا,تولوا,,
,None,اسم,قَوْمًا
,غضب,فعل,
اللَّهُ,,اسم,اللَّهُ
,عليهم,حرف_جر,عَلَيْهِمْ
مَا,,اسم,ما
هُمْ,,اسم,هم
,منكم,حرف_جر,مِنْكُمْ
,ولا,اسم,وَلَا
,منهم,حرف_جر,مِنْهُمْ
,ويحلفون,اسم,وَيَحْلِفُونَ
,علي,حرف_جر,عَلَى
,الكذب,اسم,الْكَذِبِ
,وهم,حرف,وَهُمْ
يَعْلَمُونَ,يعلمون,,
أَعَدَّ,اعد,,
اللَّهُ,,اسم,اللَّهُ
,لهم,حرف_جر,لَهُمْ
,None,اسم,عَذَابًا
,None,اسم,شَدِيدًا
إِنَّهُمْ,انهم,,
,ساء,فعل,
مَا,,اسم,ما
كَانُوا,كانوا,,
يَعْمَلُونَ,يعملون,,
اتَّخَذُوا,اتخذوا,,
أَيْمَانَهُمْ,ايمانهم,,
,None,اسم,جُنَّةً
فَصَدُّوا,فصدوا,,
,عن,حرف_جر,عَنْ
,سبيل,اسم,سَبِيلِ
اللَّهِ,,اسم,اللَّهِ
فَلَهُمْ,فلهم,,
,None,اسم,عَذَابٌ
,None,اسم,مُهِينٌ
,لن,حرف,لَنْ
تُغْنِيَ,تغني,,
,عنهم,حرف_جر,عَنْهُمْ
,اموالهم,اسم,أَمْوَالُهُمْ
,ولا,حرف,وَلَا
أَوْلَادُهُمْ,اولادهم,,
مِنَ,,اسم,من
اللَّهِ,,اسم,اللَّهِ
,None,اسم,شَيْئًا
أُولَٰئِكَ,,اسم,اوليك
أَصْحَابُ,اصحاب,,
النَّارِ,النار,اسم,النَّارِ
هُمْ,,اسم,هم
,فيها,حرف_جر,فِيهَا
,خالدون,اسم,خَالِدُونَ
يَوْمَ,يوم,,
يَبْعَثُهُمُ,يبعثهم,,
اللَّهُ,,اسم,اللَّهُ
,None,اسم,جَمِيعًا
فَيَحْلِفُونَ,فيحلفون,,
,له,حرف_جر,لَهُ
,كما,اسم,كَمَا
يَحْلِفُونَ,يحلفون,,
,لكم,حرف_جر,لَكُمْ
,ويحسبون,اسم,وَيَحْسَبُونَ
أَنَّهُمْ,انهم,,
,علي,حرف_جر,عَلَىٰ
,None,اسم,شَيْءٍ
,الا,فعل,
إِنَّهُمْ,انهم,,
هُمُ,,اسم,هم
الْكَاذِبُونَ,الكاذبون,اسم,الْكَاذِبُونَ
اسْتَحْوَذَ,استحوذ,,
عَلَيْهِمُ,عليهم,,
الشَّيْطَانُ,الشيطان,اسم,الشَّيْطَانُ
فَأَنْسَاهُمْ,فانساهم,,
ذِكْرَ,ذكر,,
اللَّهِ,,اسم,اللَّهِ
أُولَٰئِكَ,,اسم,اوليك
حِزْبُ,حزب,,
الشَّيْطَانِ,الشيطان,اسم,الشَّيْطَانِ
,الا,فعل,
,ان,حرف,إِنَّ
حِزْبَ,حزب,,
الشَّيْطَانِ,الشيطان,اسم,الشَّيْطَانِ
هُمُ,,اسم,هم
الْخَاسِرُونَ,الخاسرون,اسم,الْخَاسِرُونَ
,ان,حرف,إِنَّ
الَّذِينَ,,اسم,الَّذِينَ
يُحَادُّونَ,يحادون,,
اللَّهَ,,اسم,اللَّهَ
وَرَسُولَهُ,ورسوله,,
أُولَٰئِكَ,,اسم,اوليك
,في,حرف_جر,فِي
,الاذلين,اسم,الْأَذَلِّينَ
,كتب,فعل,
اللَّهُ,,اسم,اللَّهُ
لَأَغْلِبَنَّ,لاغلبن,,
أَنَا,,اسم,انا
وَرُسُلِي,ورسلي,,
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,قَوِيٌّ
,None,اسم,عَزِيزٌ
,لا,حرف,لَا
تَجِدُ,تجد,,
,None,اسم,قَوْمًا
يُؤْمِنُونَ,يومنون,,
بِاللَّهِ,بالله,,
وَالْيَوْمِ,واليوم,,
الْآخِرِ,,اسم,الْآخِرِ
يُوَادُّونَ,يوادون,,
,,فعل,مَنْ
حَادَّ,حاد,,
اللَّهَ,,اسم,اللَّهَ
وَرَسُولَهُ,ورسوله,,
,ولو,حرف,وَلَوْ
كَانُوا,كانوا,,
آبَاءَهُمْ,اباءهم,,
,او,حرف,أَوْ
أَبْنَاءَهُمْ,ابناءهم,,
,او,حرف,أَوْ
إِخْوَانَهُمْ,اخوانهم,,
,او,حرف,أَوْ
عَشِيرَتَهُمْ,عشيرتهم,,
أُولَٰئِكَ,,اسم,اوليك
,كتب,فعل,
,في,حرف_جر,فِي
,قلوبهم,اسم,قُلُوبِهِمُ
الْإِيمَانَ,الايمان,اسم,الْإِيمَانَ
وَأَيَّدَهُمْ,وايدهم,,
,None,اسم,بِرُوحٍ
,منه,حرف_جر,مِنْهُ
,ويدخلهم,اسم,وَيُدْخِلُهُمْ
,None,اسم,جَنَّاتٍ
تَجْرِي,تجري,,
,,فعل,مِنْ
تَحْتِهَا,تحتها,,
الْأَنْهَارُ,الانهار,اسم,الْأَنْهَارُ
خَالِدِينَ,خالدين,,
,فيها,حرف_جر,فِيهَا
,رضي,اسم,رَضِيَ
اللَّهُ,,اسم,اللَّهُ
,عنهم,حرف_جر,عَنْهُمْ
